"","GSM734540","GSM734541","GSM734542","GSM734543","GSM734544","GSM734545","GSM734546","GSM734547","GSM734548","GSM734549","GSM734550","GSM734551","GSM734552","GSM734553","GSM734554","GSM734555","GSM734556","GSM734557","GSM734558","GSM734559","GSM734560","GSM734561","GSM734562","GSM734563"
"CATMA1a00350",9.64753785658333,9.81250638541667,9.8843634695,9.98812298016666,9.90399332516667,10.20172485,9.99214464675,10.225842299,9.88465219833333,9.2059934065,8.36159795166667,8.55235653708333,8.05999638491667,8.02330846183333,8.57716132916666,8.62522698141667,8.24609110433333,8.86863082716667,8.19059563916667,9.01586622408333,8.05115428975,8.69214335683333,8.57141839641667,7.91787062875
"CATMA1a00725",12.0249373045833,12.4324855034167,12.8078658925,12.9480678391667,12.7754342041667,12.90223409,13.12827648975,12.831031009,13.3337550893333,12.8271488685,13.3474979276667,12.8300855610833,13.7759786949167,14.6133679908333,14.5869341381667,14.7067305084167,14.8746698033333,13.9344036091667,14.1505137141667,14.1051444720833,13.74375760475,13.9400036408333,13.3732455774167,13.59614068575
"CATMA1a00790",6.78880428258333,6.53633943041667,5.5636091115,5.40337597816667,5.66045734216667,7.145085068,5.44580464175,6.619767892,6.44687145733333,5.8106471255,5.25478521766667,6.77666630508333,5.85809507091667,6.42870822783333,6.37210554116667,5.78920104841667,6.49226824133333,7.03546424716667,5.22200439616667,6.11529319708333,6.24818174075,6.93332383983333,6.79102358541667,6.38012441675
"CATMA1a05095",7.83189366758333,8.08490685641667,7.4414783245,7.85608919616667,7.89601533916667,7.599067148,7.99047324775,8.050704633,7.51292728533333,7.9053585265,7.65709374366667,8.53230940708333,7.89685917891667,8.25942781883333,7.84581623616667,7.93076663841667,8.32784278233333,8.21634797616667,7.66672632716667,8.24110959008333,8.50311698775,8.29710165283333,8.21984264741667,8.75844863375
"CATMA1a05200",7.32891034958333,8.84053544741667,8.4073886775,7.60087462216667,8.42945672216667,8.315488993,9.17909012275,8.761344373,9.88725099933333,9.0901170905,10.4817680476667,10.2935906510833,11.7478840449167,11.5700935108333,11.3296960781667,11.3987357284167,11.1245803433333,11.3316188191667,11.1566229441667,10.8519467220833,10.25291667475,10.0675913078333,10.8881485274167,10.66030271575
"CATMA1a07860",10.1678239745833,9.61406117541667,10.0872193025,10.1090348991667,10.2003804341667,10.59269626,10.06619830675,9.797606786,10.1880725193333,9.7337301675,8.99625960866667,8.71161238408333,8.44081583391667,8.15005790583333,7.98965180416667,8.28442775341667,8.31697389233333,8.67374513916667,8.09785581216667,8.38687603308333,8.11335815675,8.48572199183333,8.44202842041667,8.32488388775
"CATMA1a12280",14.2092068445833,13.6812236834167,13.6027152425,13.7179852891667,13.4136372041667,13.06720323,13.30584469975,13.831995749,13.2027186793333,13.3338958085,13.0746610576667,13.2803077810833,12.2532453049167,11.3137241808333,11.5709752181667,11.4453670684167,11.8005425033333,11.9043358891667,11.4020047341667,11.7254708620833,11.85516831475,11.9343264008333,11.8031443474167,12.57220683575
"CATMA1a12920",10.3727234345833,10.1562801534167,10.3266352425,10.0926975291667,10.4569940041667,10.28063946,10.63033082975,10.609157669,10.6952241093333,9.8659658545,9.63119917766667,9.57195088008333,9.95314349491667,10.0056599208333,10.1094487081667,9.96843297541667,9.65140323633333,10.1734949091667,9.61822852016667,9.57667537808333,9.48688598075,9.17203771883333,9.20542629741667,8.80562135175
"CATMA1a15390",9.33228666658333,9.64448516841667,9.5515224355,9.90235406016667,10.1953275841667,9.268356281,9.84884390275,10.296745999,9.96887908933333,10.1646260285,9.11518238066667,9.31660077808333,8.48310304391667,7.97407969983333,8.30391070816666,7.78242915941667,8.27665300333333,9.07764457516667,8.42942632216667,8.43144917108333,8.60074701375,8.74584647483333,8.75705465241667,8.83020487575
"CATMA1a16465",13.8574916245833,12.7069301334167,12.3537802225,11.9594643891667,11.9953802041667,11.59723291,11.72742183975,11.909212149,11.8922899793333,12.6382513385,12.5709061776667,12.7831903910833,13.7979304249167,13.5628642608333,13.4538314181667,13.3686677884167,13.2330512033333,12.9057888491667,12.7691638141667,12.5667765620833,12.85726098475,12.8099836008333,13.1127640774167,12.73691152575
