,c,cell,assay,ko,stimulant,captureActual,replicate,cell.num,obstime,total,aligned,disrupted,Precocious,S.hat,capture,capture.orig,module.score,tau,init_1,init_2,init_3,init_4,init_5,init_6,init_7,init_8,init_9,init_10,init_11,init_12,init_13,init_14,init_15,init_16,init_17,init_18,init_19,init_20
116,116,LPS_1h_S88,,,LPS,1h,,88,1,14576829,53.02,FALSE,Not,precocious,-0.19768878376881,1,1.14368582030991,1.14368582030991,0.617006,1.11764705882353,0.725490196078431,0.751633986928105,3.91503267973856,0.464052287581699,0.281045751633987,0.647058823529412,1.48366013071895,3.62745098039216,1.61437908496732,1.2483660130719,1.06535947712418,2.16339869281046,0.725490196078431,1.32679738562092,0.150326797385621,1.66666666666667,1.90196078431373,1.90196078431373
117,117,LPS_1h_S89,,,LPS,1h,,89,1,8798384,44.42,FALSE,Not,precocious,0.282386385369808,1,1.06221324985622,1.06221324985622,-0.275849,1.90196078431373,3.62745098039216,0.411764705882353,2.16339869281046,3.91503267973856,1.58823529411765,1.48366013071895,0.647058823529412,3.49673202614379,3.54901960784314,1.90196078431373,0.490196078431373,3.49673202614379,1.11764705882353,0.777777777777778,-0.398692810457516,0.647058823529412,-0.764705882352941,1.32679738562092
118,118,LPS_1h_S8,,,LPS,1h,,8,1,11251476,56.69,FALSE,Not,precocious,-0.021096889987901,1,0.981657293499995,0.981657293499995,1.26504,0.464052287581699,1.66666666666667,2.18954248366013,0.542483660130719,3.54901960784314,0.647058823529412,1.58823529411765,1.58823529411765,0.464052287581699,2.76470588235294,0.725490196078431,1.50980392156863,3.62745098039216,1.90196078431373,1.58823529411765,-0.712418300653595,1.58823529411765,1.2483660130719,3.62745098039216
119,119,LPS_1h_S90,,,LPS,1h,,90,1,1209393,26.06,FALSE,Not,precocious,-0.059496704867484,1,1.14353339145261,1.14353339145261,0.956517,3.91503267973856,3.91503267973856,1.43137254901961,1.5359477124183,3.02614379084967,0.411764705882353,1.9281045751634,1.9281045751634,0.699346405228758,3.7843137254902,3.62745098039216,1.71895424836601,3.91503267973856,3.10457516339869,0.647058823529412,-0.111111111111111,0.725490196078431,3.49673202614379,-0.764705882352941
120,120,LPS_1h_S91,,,LPS,1h,,91,1,3121337,52.11,FALSE,Not,precocious,-0.310428192925835,1,0.936532003079782,0.936532003079782,0.335068,1.2483660130719,1.37908496732026,0.830065359477124,1.2483660130719,2.76470588235294,0.751633986928105,3.02614379084967,2.76470588235294,0.281045751633987,3.02614379084967,3.60130718954248,1.03921568627451,0.464052287581699,1.2483660130719,1.43137254901961,0.202614379084967,1.84967320261438,-0.92156862745098,-0.92156862745098
121,121,LPS_1h_S93,,,LPS,1h,,93,1,10088140,54.05,FALSE,Not,precocious,-0.188311769981068,1,1.10623552871473,1.10623552871473,0.405112,3.02614379084967,0.464052287581699,1.58823529411765,1.32679738562092,3.7843137254902,2.18954248366013,3.54901960784314,3.7843137254902,2.05882352941176,0.699346405228758,2.45098039215686,0.333333333333333,0.830065359477124,1.5359477124183,1.11764705882353,-0.006535947712418,0.542483660130719,3.62745098039216,1.5359477124183
122,122,LPS_1h_S94,,,LPS,1h,,94,1,4497226,49.64,FALSE,Not,precocious,-0.616506466799429,1,1.09033504484131,1.09033504484131,1.3787,3.62745098039216,2.16339869281046,0.647058823529412,1.37908496732026,3.49673202614379,1.43137254901961,3.7843137254902,3.54901960784314,1.09150326797386,0.464052287581699,3.49673202614379,1.69281045751634,0.699346405228758,1.32679738562092,1.66666666666667,-0.738562091503268,1.5359477124183,1.5359477124183,3.36601307189543
123,123,LPS_1h_S96,,,LPS,1h,,96,1,6647263,47.22,FALSE,Not,precocious,-0.119879889031018,1,1.31528315553654,1.31528315553654,0.993464,3.54901960784314,3.02614379084967,0.777777777777778,1.35294117647059,2.45098039215686,0.830065359477124,2.76470588235294,3.02614379084967,1.79738562091503,3.91503267973856,3.7843137254902,0.38562091503268,2.2156862745098,3.52287581699346,3.91503267973856,-0.529411764705882,2.16339869281046,-0.738562091503268,3.10457516339869
124,124,LPS_1h_S9,,,LPS,1h,,9,1,4455401,43.84,FALSE,Not,precocious,-0.940244566829227,1,0.433025389619417,0.433025389619417,0.956233,3.49673202614379,3.54901960784314,1.2483660130719,2.45098039215686,3.60130718954248,0.725490196078431,2.97385620915033,1.2483660130719,1.30065359477124,1.11764705882353,3.02614379084967,1.1437908496732,1.30065359477124,1.37908496732026,0.464052287581699,-0.92156862745098,2.47712418300654,-0.529411764705882,1.2483660130719
125,125,LPS_2h_S11,,,LPS,2h,,11,2,7620682,64.98,FALSE,Not,precocious,-1.01080980858384,2,1.66164521537813,1.66164521537813,2.45283,3.10457516339869,3.49673202614379,1.5359477124183,3.60130718954248,3.62745098039216,1.66666666666667,3.26143790849673,3.10457516339869,2.2156862745098,1.90196078431373,3.54901960784314,1.74509803921569,2.08496732026144,2.89542483660131,2.18954248366013,-0.764705882352941,3.6797385620915,2.16339869281046,2.16339869281046
126,126,LPS_2h_S12,,,LPS,2h,,12,2,9900973,44.18,FALSE,Not,precocious,-0.230464997049548,2,2.14853375107041,2.14853375107041,2.64949,2.16339869281046,3.60130718954248,0.542483660130719,2.76470588235294,0.725490196078431,1.11764705882353,3.13071895424837,2.47712418300654,2.08496732026144,3.62745098039216,2.76470588235294,1.82352941176471,0.281045751633987,3.6797385620915,1.5359477124183,-0.34640522875817,3.20915032679739,-0.34640522875817,-0.738562091503268
127,127,LPS_2h_S13,,,LPS,2h,,13,2,9895218,60.31,FALSE,Not,precocious,0.4243058640939,2,1.7945520990883,1.7945520990883,2.08658,3.52287581699346,2.76470588235294,1.32679738562092,3.54901960784314,1.5359477124183,1.90196078431373,2.6078431372549,3.20915032679739,0.30718954248366,3.49673202614379,0.464052287581699,1.61437908496732,1.79738562091503,2.47712418300654,0.542483660130719,-0.450980392156863,2.89542483660131,3.60130718954248,3.33986928104575
128,128,LPS_2h_S14,,,LPS,2h,,14,2,5211126,54.58,FALSE,Not,precocious,0.311366572474933,2,3.03068864363528,3.03068864363528,2.7738,3.7843137254902,3.7843137254902,1.37908496732026,3.02614379084967,0.542483660130719,3.10457516339869,2.45098039215686,3.44444444444444,1.82352941176471,2.16339869281046,1.30065359477124,0.30718954248366,1.09150326797386,3.20915032679739,2.16339869281046,0.176470588235294,3.10457516339869,3.33986928104575,2.47712418300654
129,129,LPS_2h_S15,,,LPS,2h,,15,2,8051680,52.77,FALSE,Not,precocious,0.345512755168364,2,2.05914104094589,2.05914104094589,2.01569,2.47712418300654,2.79084967320261,2.89542483660131,3.62745098039216,2.16339869281046,3.20915032679739,3.83660130718954,3.60130718954248,1.74509803921569,3.33986928104575,1.11764705882353,2.05882352941176,1.82352941176471,3.60130718954248,2.47712418300654,3.6797385620915,3.60130718954248,3.36601307189543,3.60130718954248
130,130,LPS_2h_S16,,,LPS,2h,,16,2,4037211,39.73,FALSE,Not,precocious,-0.470695877651663,2,1.12647325867178,1.12647325867178,2.049,1.37908496732026,2.45098039215686,3.6797385620915,3.49673202614379,2.47712418300654,3.52287581699346,2.94771241830065,3.33986928104575,1.1437908496732,3.60130718954248,2.18954248366013,3.02614379084967,1.74509803921569,3.33986928104575,3.6797385620915,1.35294117647059,3.62745098039216,1.37908496732026,2.34640522875817
131,131,LPS_2h_S17,,,LPS,2h,,17,2,6276565,43.12,FALSE,Not,precocious,-0.145805056458754,2,2.57417717279668,2.57417717279668,2.94483,2.89542483660131,2.37254901960784,1.35294117647059,3.7843137254902,3.10457516339869,2.3202614379085,2.37254901960784,2.16339869281046,1.61437908496732,2.45098039215686,3.91503267973856,3.54901960784314,1.1437908496732,3.44444444444444,3.10457516339869,1.37908496732026,2.76470588235294,2.45098039215686,3.20915032679739
132,132,LPS_2h_S18,,,LPS,2h,,18,2,3281339,45.71,FALSE,Not,precocious,0.089124187292029,2,2.83717072690937,2.83717072690937,2.9833,2.76470588235294,3.33986928104575,3.52287581699346,3.33986928104575,3.6797385620915,2.92156862745098,2.29411764705882,3.62745098039216,0.38562091503268,3.44444444444444,2.16339869281046,2.76470588235294,0.38562091503268,2.16339869281046,3.20915032679739,2.89542483660131,3.54901960784314,3.10457516339869,3.70588235294118
133,133,LPS_2h_S19,,,LPS,2h,,19,2,2501048,45.65,FALSE,Not,precocious,-0.290659814306792,2,1.42348948463079,1.42348948463079,2.45465,3.60130718954248,3.36601307189543,2.47712418300654,2.29411764705882,3.20915032679739,2.79084967320261,3.70588235294118,3.49673202614379,2.76470588235294,3.36601307189543,2.47712418300654,3.7843137254902,0.30718954248366,3.36601307189543,2.94771241830065,2.47712418300654,3.02614379084967,3.44444444444444,3.44444444444444
134,134,LPS_2h_S1,,,LPS,2h,,1,2,10969685,41.76,FALSE,Not,precocious,-0.299504739459606,2,1.33126163302512,1.33126163302512,2.40802,3.20915032679739,3.70588235294118,3.20915032679739,3.83660130718954,2.89542483660131,3.81045751633987,2.34640522875817,3.36601307189543,2.97385620915033,2.29411764705882,3.6797385620915,3.36601307189543,2.05882352941176,2.34640522875817,3.36601307189543,3.52287581699346,3.49673202614379,3.20915032679739,-0.34640522875817
135,135,LPS_2h_S21,,,LPS,2h,,21,2,9835856,55.25,FALSE,Not,precocious,0.18786607697222,2,2.62692308717654,2.62692308717654,2.4792,3.36601307189543,2.47712418300654,3.10457516339869,2.6078431372549,3.52287581699346,3,3.36601307189543,2.34640522875817,2.37254901960784,2.34640522875817,3.10457516339869,3.49673202614379,1.61437908496732,3.70588235294118,3.70588235294118,3.20915032679739,3.7843137254902,2.47712418300654,-0.529411764705882
136,136,LPS_2h_S22,,,LPS,2h,,22,2,4521464,57.71,FALSE,Not,precocious,0.391013654675751,2,3.4451259491915,3.4451259491915,3.33846,3.6797385620915,3.83660130718954,2.16339869281046,2.37254901960784,3.81045751633987,3.28758169934641,3.49673202614379,3.70588235294118,3.26143790849673,3.70588235294118,3.20915032679739,2.16339869281046,3.02614379084967,2.29411764705882,2.29411764705882,3.10457516339869,3.36601307189543,2.29411764705882,2.29411764705882
137,137,LPS_2h_S23,,,LPS,2h,,23,2,10580383,61.84,FALSE,Not,precocious,0.436014556486324,2,3.73875431155909,3.73875431155909,3.50715,3.33986928104575,3.26143790849673,3.33986928104575,2.97385620915033,3.18300653594771,3.31372549019608,3.62745098039216,2.29411764705882,3.05228758169935,3.83660130718954,2.89542483660131,3.10457516339869,3.54901960784314,2.37254901960784,2.34640522875817,3.33986928104575,3.70588235294118,2.34640522875817,2.94771241830065
138,138,LPS_2h_S25,,,LPS,2h,,25,2,9008442,56.4,FALSE,Not,precocious,0.320313382946746,2,3.00124152139941,3.00124152139941,2.80379,3.44444444444444,3.18300653594771,3.60130718954248,2.26797385620915,3.26143790849673,2.73856209150327,2.16339869281046,2.37254901960784,3.73202614379085,2.94771241830065,0.176470588235294,1.2483660130719,3.7843137254902,2.94771241830065,3.44444444444444,3.60130718954248,2.94771241830065,3.70588235294118,2.37254901960784
139,139,LPS_2h_S26,,,LPS,2h,,26,2,4913919,52.56,FALSE,Not,precocious,0.502574964867851,2,2.20949808468275,2.20949808468275,2.25446,3.70588235294118,3.44444444444444,2.45098039215686,3.88888888888889,2.50326797385621,3.18300653594771,3.33986928104575,2.94771241830065,2.26797385620915,2.6078431372549,2.24183006535948,2.47712418300654,3.36601307189543,3.83660130718954,3.33986928104575,2.45098039215686,3.57516339869281,3.83660130718954,2.89542483660131
140,140,LPS_2h_S28,,,LPS,2h,,28,2,8704152,51.84,FALSE,Not,precocious,0.233362610864139,2,3.07326893817575,3.07326893817575,3.21928,2.34640522875817,2.94771241830065,3.44444444444444,2.86928104575163,2.86928104575163,2.45098039215686,3.60130718954248,3.83660130718954,3.88888888888889,2.37254901960784,3.47058823529412,3.20915032679739,2.34640522875817,2.6078431372549,3.7843137254902,3.44444444444444,2.86928104575163,2.89542483660131,2.45098039215686
141,141,LPS_2h_S29,,,LPS,2h,,29,2,4887980,54.3,FALSE,Not,precocious,0.494541403800493,2,3.26361292820329,3.26361292820329,2.97474,2.45098039215686,1.35294117647059,3.83660130718954,3.81045751633987,2.26797385620915,3.33986928104575,3.44444444444444,2.45098039215686,3.57516339869281,2.97385620915033,2.81699346405229,3.60130718954248,3.70588235294118,2.45098039215686,3.49673202614379,3.36601307189543,2.26797385620915,-0.450980392156863,3.83660130718954
142,142,LPS_2h_S32,,,LPS,2h,,32,2,5244473,47.41,FALSE,Not,precocious,0.22496054988634,2,2.777139541702,2.777139541702,3.27464,2.29411764705882,2.6078431372549,3.70588235294118,2.3202614379085,3.88888888888889,3.60130718954248,3.20915032679739,2.6078431372549,2.50326797385621,3.26143790849673,3.15686274509804,3.33986928104575,2.29411764705882,3.18300653594771,3.02614379084967,2.29411764705882,3.88888888888889,2.37254901960784,3.52287581699346
143,143,LPS_2h_S33,,,LPS,2h,,33,2,7880817,51.61,FALSE,Not,precocious,0.031447980230372,2,2.6679379477908,2.6679379477908,3.2589,2.94771241830065,2.34640522875817,2.34640522875817,3.18300653594771,2.97385620915033,3.44444444444444,2.47712418300654,3.13071895424837,3.18300653594771,3.13071895424837,6.84313725490196,3.44444444444444,2.94771241830065,3.81045751633987,3.54901960784314,3.70588235294118,3.81045751633987,2.97385620915033,2.6078431372549
144,144,LPS_2h_S34,,,LPS,2h,,34,2,3925282,45.38,FALSE,Not,precocious,0.129225334680229,2,2.31813259874279,2.31813259874279,2.89993,2.37254901960784,3.57516339869281,2.29411764705882,3.26143790849673,2.37254901960784,2.94771241830065,3.10457516339869,3.26143790849673,3.13071895424837,3.18300653594771,2.71241830065359,2.45098039215686,3.83660130718954,3,2.76470588235294,2.34640522875817,3.18300653594771,3.52287581699346,3.6797385620915
145,145,LPS_2h_S35,,,LPS,2h,,35,2,9081848,51.19,FALSE,Not,precocious,-0.043035842998567,2,1.01898629703647,1.01898629703647,1.35496,3.83660130718954,2.29411764705882,3.36601307189543,2.50326797385621,3.70588235294118,2.6078431372549,1.2483660130719,2.97385620915033,2.6078431372549,2.73856209150327,2.42483660130719,2.6078431372549,2.45098039215686,2.79084967320261,2.37254901960784,3.83660130718954,3.33986928104575,2.6078431372549,-0.450980392156863
146,146,LPS_2h_S37,,,LPS,2h,,37,2,2396687,50.46,FALSE,Not,precocious,-1.02676886644591,2,1.10870921702467,1.10870921702467,2.467,2.6078431372549,3.20915032679739,2.97385620915033,3.75816993464052,3.83660130718954,3.83660130718954,3.52287581699346,3.6797385620915,2.94771241830065,3,2.68627450980392,2.34640522875817,2.6078431372549,3.13071895424837,3.26143790849673,2.94771241830065,2.34640522875817,2.94771241830065,1.37908496732026
147,147,LPS_2h_S38,,,LPS,2h,,38,2,1348936,51.39,FALSE,Not,precocious,0.495426099355987,2,3.10937241203713,3.10937241203713,3.35998,3.18300653594771,3.13071895424837,2.37254901960784,2.79084967320261,2.6078431372549,2.29411764705882,1.37908496732026,2.89542483660131,3.83660130718954,3.81045751633987,2.58169934640523,3.70588235294118,3.13071895424837,3.26143790849673,2.97385620915033,2.6078431372549,2.29411764705882,3.6797385620915,3.13071895424837
148,148,LPS_2h_S39,,,LPS,2h,,39,2,3534396,53.95,FALSE,Not,precocious,0.212632273872867,2,3.09662233130414,3.09662233130414,3.46137,3.13071895424837,2.97385620915033,2.6078431372549,3.28758169934641,3.13071895424837,3.70588235294118,2.89542483660131,3.52287581699346,2.29411764705882,2.79084967320261,3.41830065359477,2.29411764705882,3.26143790849673,2.97385620915033,3.13071895424837,2.37254901960784,2.97385620915033,3.18300653594771,3.18300653594771
149,149,LPS_2h_S40,,,LPS,2h,,40,2,3973551,48.87,FALSE,Not,precocious,-0.259440127757987,2,1.82903461125063,1.82903461125063,2.60604,3.26143790849673,2.50326797385621,2.94771241830065,2.73856209150327,3.44444444444444,2.34640522875817,3.6797385620915,1.37908496732026,3.70588235294118,2.3202614379085,3.07843137254902,2.37254901960784,3.57516339869281,3.05228758169935,2.6078431372549,2.97385620915033,3.26143790849673,1.35294117647059,2.97385620915033
150,150,LPS_2h_S41,,,LPS,2h,,41,2,3179472,46.28,FALSE,Not,precocious,0.647607113802984,2,2.42086348793472,2.42086348793472,2.32781,3.81045751633987,3.88888888888889,3.26143790849673,3,3.33986928104575,3.36601307189543,3.18300653594771,0.176470588235294,2.34640522875817,2.92156862745098,2.39869281045752,2.94771241830065,3.05228758169935,3.73202614379085,3.83660130718954,3.88888888888889,3.13071895424837,3.13071895424837,3.26143790849673
151,151,LPS_2h_S44,,,LPS,2h,,44,2,3484498,59.74,FALSE,Not,precocious,-0.522982582036057,2,1.70618567074434,1.70618567074434,2.65791,2.97385620915033,2.89542483660131,3.88888888888889,3.57516339869281,2.34640522875817,2.37254901960784,3,6.84313725490196,3.36601307189543,3.28758169934641,3.3921568627451,3.83660130718954,3.73202614379085,3.88888888888889,3,2.26797385620915,2.6078431372549,3.26143790849673,3
152,152,LPS_2h_S45,,,LPS,2h,,45,2,3762449,64.87,FALSE,Not,precocious,0.319979699613509,2,1.78089829903005,1.78089829903005,2.09879,3,2.26797385620915,2.26797385620915,3.13071895424837,2.29411764705882,2.76470588235294,3.81045751633987,3.23529411764706,3.44444444444444,3.31372549019608,3.31372549019608,3.13071895424837,2.26797385620915,2.26797385620915,2.89542483660131,3.73202614379085,3.83660130718954,3.81045751633987,3.81045751633987
153,153,LPS_2h_S49,,,LPS,2h,,49,2,10759481,58.11,FALSE,Not,precocious,0.029364732279441,2,1.76597112623772,1.76597112623772,2.35778,2.79084967320261,3.75816993464052,3.73202614379085,2.34640522875817,3.36601307189543,2.97385620915033,2.3202614379085,2.55555555555556,2.45098039215686,3.75816993464052,2.92156862745098,3.26143790849673,3.88888888888889,2.86928104575163,3.52287581699346,3.05228758169935,2.37254901960784,3,2.79084967320261
154,154,LPS_2h_S52,,,LPS,2h,,52,2,4590554,43.65,FALSE,Not,precocious,-0.513325732980099,2,1.35358613512773,1.35358613512773,2.25498,1.35294117647059,2.86928104575163,3.05228758169935,3.44444444444444,2.94771241830065,3.88888888888889,3.31372549019608,4.12418300653595,3.60130718954248,3.41830065359477,3,2.97385620915033,2.97385620915033,3.57516339869281,2.3202614379085,3.57516339869281,3.44444444444444,2.79084967320261,3.05228758169935
155,155,LPS_2h_S53,,,LPS,2h,,53,2,4738813,53.64,FALSE,Not,precocious,-0.04196205733521,2,1.12447988227798,1.12447988227798,1.32524,2.50326797385621,3.81045751633987,3.57516339869281,3.70588235294118,2.79084967320261,2.26797385620915,2.92156862745098,3.65359477124183,3.33986928104575,3.3921568627451,3.57516339869281,3.88888888888889,2.37254901960784,2.50326797385621,3.81045751633987,2.50326797385621,2.45098039215686,2.50326797385621,2.50326797385621
156,156,LPS_2h_S54,,,LPS,2h,,54,2,2087703,39.74,FALSE,Not,precocious,-0.366726886110569,2,1.68582199892327,1.68582199892327,2.3783,2.3202614379085,3.10457516339869,2.50326797385621,3.36601307189543,3.57516339869281,3.73202614379085,3.3921568627451,2.84313725490196,3.7843137254902,3.57516339869281,3.13071895424837,2.26797385620915,2.76470588235294,2.73856209150327,3.18300653594771,3.26143790849673,2.79084967320261,3.05228758169935,3.28758169934641
157,157,LPS_2h_S56,,,LPS,2h,,56,2,4100878,42.19,FALSE,Not,precocious,-0.88554920811025,2,1.4050791612447,1.4050791612447,2.85193,3.05228758169935,2.92156862745098,3.13071895424837,2.94771241830065,3.05228758169935,3.05228758169935,3.41830065359477,2.81699346405229,3.02614379084967,2.50326797385621,2.97385620915033,3.73202614379085,3.18300653594771,3.28758169934641,2.50326797385621,3.13071895424837,3.75816993464052,3.57516339869281,2.73856209150327
158,158,LPS_2h_S57,,,LPS,2h,,57,2,8020873,52.86,FALSE,Not,precocious,0.305925316857329,2,1.8322824316278,1.8322824316278,1.78522,3.28758169934641,3.05228758169935,3.18300653594771,3.05228758169935,3.73202614379085,3.26143790849673,3.28758169934641,3.07843137254902,3.54901960784314,3.05228758169935,2.37254901960784,3.05228758169935,3,3.41830065359477,3.88888888888889,3.18300653594771,2.50326797385621,2.3202614379085,2.3202614379085
159,159,LPS_2h_S58,,,LPS,2h,,58,2,2735580,53.27,FALSE,Not,precocious,-0.159932156712625,2,1.34208637924283,1.34208637924283,2.3092,2.73856209150327,3.73202614379085,2.73856209150327,3.73202614379085,3.41830065359477,3.13071895424837,2.79084967320261,3.75816993464052,2.71241830065359,3.88888888888889,2.6078431372549,3.57516339869281,3.81045751633987,3.3921568627451,2.26797385620915,3,2.3202614379085,2.73856209150327,3.57516339869281
160,160,LPS_2h_S59,,,LPS,2h,,59,2,3325328,27.11,FALSE,Not,precocious,-1.09250000891725,2,1.70008495174402,1.70008495174402,2.94097,3.57516339869281,3.28758169934641,3,3.41830065359477,3,2.50326797385621,2.73856209150327,2.58169934640523,2.63398692810458,3.73202614379085,3.83660130718954,2.50326797385621,2.3202614379085,2.92156862745098,2.86928104575163,3.81045751633987,3.3921568627451,3.88888888888889,3.73202614379085
161,161,LPS_2h_S5,,,LPS,2h,,5,2,5939082,64.11,FALSE,Not,precocious,-1.00612094667812,2,1.11443948072865,1.11443948072865,2.29225,3.41830065359477,2.73856209150327,3.81045751633987,3.07843137254902,2.92156862745098,3.57516339869281,2.50326797385621,2.66013071895425,4.12418300653595,2.26797385620915,2.29411764705882,2.79084967320261,3.31372549019608,3.31372549019608,2.73856209150327,2.79084967320261,2.73856209150327,2.92156862745098,1.35294117647059
162,162,LPS_2h_S60,,,LPS,2h,,60,2,8694771,60.31,FALSE,Not,precocious,0.440346311844674,2,2.13562199501243,2.13562199501243,2.10282,3.3921568627451,2.39869281045752,2.79084967320261,2.39869281045752,3.31372549019608,2.86928104575163,3.57516339869281,2.63398692810458,2.58169934640523,2.86928104575163,3.33986928104575,2.73856209150327,2.92156862745098,2.3202614379085,3.28758169934641,2.3202614379085,3.28758169934641,3.65359477124183,3.88888888888889
163,163,LPS_2h_S62,,,LPS,2h,,62,2,5557355,61.65,FALSE,Not,precocious,0.1344410693415,2,3.33532205761,3.33532205761,3.41897,2.92156862745098,3.52287581699346,2.3202614379085,3.3921568627451,3.3921568627451,2.42483660130719,3.05228758169935,2.68627450980392,2.52941176470588,2.39869281045752,3.44444444444444,3.41830065359477,3.3921568627451,1.35294117647059,3.3921568627451,2.92156862745098,3.31372549019608,0.176470588235294,3.41830065359477
164,164,LPS_2h_S63,,,LPS,2h,,63,2,6918730,58.72,FALSE,Not,precocious,-0.503052320219483,2,1.4447665004333,1.4447665004333,2.40059,3.73202614379085,2.3202614379085,2.92156862745098,3.31372549019608,2.73856209150327,2.39869281045752,3.73202614379085,2.52941176470588,2.68627450980392,3.07843137254902,2.34640522875817,3.28758169934641,3.28758169934641,2.24183006535948,3.31372549019608,2.73856209150327,3,3.28758169934641,3.3921568627451
165,165,LPS_2h_S64,,,LPS,2h,,64,2,5218388,52.89,FALSE,Not,precocious,0.323694634212712,2,2.42836274489372,2.42836274489372,2.85663,3.88888888888889,3,3.28758169934641,2.92156862745098,3.28758169934641,3.3921568627451,2.26797385620915,3.15686274509804,2.66013071895425,2.66013071895425,3.70588235294118,2.3202614379085,3.41830065359477,3.47058823529412,2.92156862745098,3.28758169934641,3.41830065359477,3.73202614379085,2.26797385620915
166,166,LPS_2h_S65,,,LPS,2h,,65,2,8237217,55.67,FALSE,Not,precocious,0.363247990252373,2,2.66142037672709,2.66142037672709,2.63584,3.31372549019608,2.66013071895425,3.31372549019608,3.52287581699346,2.3202614379085,3.75816993464052,3.88888888888889,2.71241830065359,3.07843137254902,2.68627450980392,3.36601307189543,3.31372549019608,2.79084967320261,2.81699346405229,3.75816993464052,3.31372549019608,3.07843137254902,3.31372549019608,2.92156862745098
167,167,LPS_2h_S69,,,LPS,2h,,69,2,8419023,56.2,FALSE,Not,precocious,0.283531646694496,2,1.99014656488523,1.99014656488523,2.09248,2.26797385620915,2.42483660130719,3.75816993464052,2.89542483660131,3.75816993464052,3.41830065359477,2.86928104575163,2.42483660130719,2.86928104575163,2.58169934640523,2.94771241830065,2.92156862745098,2.73856209150327,3.15686274509804,2.66013071895425,3.75816993464052,2.92156862745098,2.26797385620915,3.31372549019608
168,168,LPS_2h_S6,,,LPS,2h,,6,2,2321044,41.08,FALSE,Not,precocious,-0.070082300971422,2,1.15658132756555,1.15658132756555,1.92288,2.86928104575163,3.31372549019608,3.41830065359477,3.20915032679739,2.52941176470588,3.07843137254902,2.39869281045752,3.47058823529412,2.39869281045752,2.52941176470588,3.05228758169935,3.3921568627451,2.50326797385621,2.52941176470588,2.52941176470588,3.41830065359477,3.05228758169935,3.75816993464052,2.86928104575163
169,169,LPS_2h_S71,,,LPS,2h,,71,2,7957686,51.02,FALSE,Not,precocious,-0.54768763403012,2,1.57835577274327,1.57835577274327,2.48913,0.176470588235294,4.12418300653595,3.3921568627451,3.10457516339869,2.66013071895425,2.66013071895425,3.07843137254902,2.24183006535948,2.42483660130719,2.42483660130719,3.73202614379085,2.86928104575163,2.86928104575163,2.68627450980392,2.42483660130719,3.3921568627451,3.73202614379085,3.3921568627451,0.176470588235294
170,170,LPS_2h_S72,,,LPS,2h,,72,2,5903110,58.07,FALSE,Not,precocious,-0.626218922027687,2,1.50787814022436,1.50787814022436,2.70153,3.07843137254902,3.65359477124183,2.86928104575163,2.47712418300654,2.39869281045752,2.68627450980392,3.75816993464052,1.35294117647059,2.73856209150327,2.71241830065359,2.26797385620915,2.39869281045752,2.39869281045752,2.63398692810458,2.71241830065359,2.86928104575163,2.39869281045752,3.41830065359477,3.07843137254902
171,171,LPS_2h_S73,,,LPS,2h,,73,2,7908239,50.65,FALSE,Not,precocious,0.056797690375602,2,1.62784838330869,1.62784838330869,2.01363,2.39869281045752,2.84313725490196,2.39869281045752,3.6797385620915,3.07843137254902,2.52941176470588,2.58169934640523,3.18300653594771,3.3921568627451,4.12418300653595,2.86928104575163,3.07843137254902,2.42483660130719,2.66013071895425,2.68627450980392,2.39869281045752,2.58169934640523,2.86928104575163,2.39869281045752
172,172,LPS_2h_S75,,,LPS,2h,,75,2,9342952,54.78,FALSE,Not,precocious,0.585484234176624,2,3.3004563633544,3.3004563633544,3.17489,3.75816993464052,2.52941176470588,3.07843137254902,2.24183006535948,2.58169934640523,2.71241830065359,2.66013071895425,3,3.75816993464052,2.63398692810458,3.88888888888889,3.75816993464052,2.71241830065359,2.58169934640523,2.63398692810458,3.07843137254902,2.63398692810458,2.24183006535948,3.75816993464052
173,173,LPS_2h_S76,,,LPS,2h,,76,2,5571498,58.4,FALSE,Not,precocious,0.044559026543687,2,1.66621347397677,1.66621347397677,1.61485,2.24183006535948,3.41830065359477,2.66013071895425,3.15686274509804,2.63398692810458,2.58169934640523,2.63398692810458,3.81045751633987,3.41830065359477,3.65359477124183,2.50326797385621,2.58169934640523,2.52941176470588,3.75816993464052,2.58169934640523,2.66013071895425,2.71241830065359,2.39869281045752,2.24183006535948
174,174,LPS_2h_S77,,,LPS,2h,,77,2,4058216,60.58,FALSE,Not,precocious,-1.35862113907448,2,0.438178078505288,0.438178078505288,2.20508,2.58169934640523,3.3921568627451,2.42483660130719,2.81699346405229,2.68627450980392,4.12418300653595,2.68627450980392,2.3202614379085,3.31372549019608,3.23529411764706,3.26143790849673,2.66013071895425,2.68627450980392,3.07843137254902,3.07843137254902,2.52941176470588,2.68627450980392,3.07843137254902,3.47058823529412
175,175,LPS_2h_S7,,,LPS,2h,,7,2,2077823,46.06,FALSE,Not,precocious,-0.105047622283102,2,1.13926742296736,1.13926742296736,1.41537,3.47058823529412,2.68627450980392,2.52941176470588,3.47058823529412,2.42483660130719,2.63398692810458,2.52941176470588,3.31372549019608,3.28758169934641,6.84313725490196,3.18300653594771,2.63398692810458,3.15686274509804,2.39869281045752,2.39869281045752,2.68627450980392,2.42483660130719,3.47058823529412,2.58169934640523
